state,dialog
150,I T I T I 500 A I T I T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
151,I T I T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U U U 200 U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
152,I I T T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
153,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
154,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 I 487 A I 487 A W W R R P P P 200 P 200 C C 200 C C 200 I 487 A I 487 A
155,I I T T I 500 A I T I T R R R P P P P 200 P 200 P 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 A
156,I I T I 500 A T I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
157,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
158,I T I T I 500 I A T I T I T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A
159,I T I T I 500 A I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
160,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 P 200 P 200 R R P 200 R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
161,I I T I 500 A T I T I T R R R P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
162,I T I T I 500 A I T I T I T R R R R I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
163,I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
164,I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 R P 200 R P 200 R P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
165,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B B 200 B 481 B 481 B 200
166,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 A
167,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 C C C 200 C 200 C C 200 C C 200 I 487 A I 487 I 487 A I 487 A A
168,I T I T I 500 A I T I T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 A
169,I I T I 500 A I T I T T R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
170,I T I T I 500 A I T I T S S S P P P P 200 S S P 200 P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
171,I T I T I 500 A I T I T S S S P P P S S P 200 P 200 P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
172,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 W W P 200 P 200 I 486 A I 486 A W P I 486 A P 481
173,I T I 407 A I T I T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U 200 U U U 200 U 200 U 200 U 200 U U 200 U U U 200 U 200 U 200 U 200 U U 200 U U U U 200 U 200 U U 200 U 200 U U 200 U U U U 200 U 200 U U 200 U 200 B B B B B B 200 B 200 B 200 B 200 B 200
174,I I T I 500 T A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 S S P 200 P 200 S P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
175,I T I T I 500 I T I T I A T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B 481 B 481 B 200 B 200 B B 481
176,I T I T I 500 A I T I T S S S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
177,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 R P 200 R P 200 R P P P P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
178,I I T I 500 A T I T I T S S S P P P P 200 S S P 200 P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
179,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
180,I T I T I 500 A I T I T I T I 486 A I 486 A I 486 A I 486 A
181,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S I 200 S I 200 S I 200 P P P A A P 200 A P 200 A P 200 B B B B B 200 B 200 B 200 B 200
182,I T I 407 A I T I T I 500 A I T I T R R R I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
183,I T I T I 500 A I T I T I 500 I T I T I A T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U 200 U 200 U U 200 U 200 U U U U U 200 U 200 U 200 B B B B B B 200 B 200 B 200 B 200 B 200
184,I T I T I 500 A I T I T S S S P P P P 200 I 200 I 200 P 200 I 200 P 200 A A A A I T I T I I 200 I 200 I 200 A A A B B B B 200 B 200 B 200
185,I T I T I 500 A I T I T S S S P P P P P 200 R P 200 R P 200 P 200 R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
186,I T I T I 500 A I T I T S S S S S P P P P 200 P 200 R R P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
187,I I T T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
188,I T I 407 A I I T I 500 A I T T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A I T I T I T I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
189,I T I T I 500 A I T I T I T R R R P P R P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
190,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 I 480 A I 480 A I 480 A
191,I T I T S S P P P 200 P 200 R R P P P 200 P 200 I 200 I 200 A A B B B 200 B 200
192,I T I T I 500 A I I T I T T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 A I 487 A
193,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
194,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 U U U U 200 U 200 U 200 S S S P P P P P 200 P 200 P 200 P 200 U U U U 200 U 200 U 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
195,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 481 B 200 B 200
196,I T I 407 A I I T I 500 A T I T I T R R R P P P P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
197,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
198,I T I T I 500 A I T I T S S S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 R R P 200 P 200 P 200 R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
199,I T I 407 A I T I T I 500 I T A I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U U 200 U 200 U 200 B B B B 200 B B 481 B 481 B 200
200,I T I T I 500 A I T I T I T R R R R I 488 I 488 P A I 488 P I 488 A A A
201,I T I T I 500 A I T I T S S S P P P 200 R P 200 P R P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
202,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
203,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 R R P 200 P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
204,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
205,I I T I 500 A I T I T T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
206,I T I 407 A I I T I 500 A T I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
207,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
208,I T I 407 A I I T T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 480 A I 480 A I 480 A
209,I T I 407 A I T I T I 500 A I T I T I 404 A I 404 A S P P P 200 P 200 C C 200 I 404 A
210,I T I 407 A I T I T I 500 A I T I T S S S S S P P P P P 200 U P 200 P 200 P 200 U U U U 200 U 200 U 200 R R R C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
211,I T I 407 A I I T T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
212,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
213,I T I T I 500 I A T I 486 A I 486 A
214,I I T T I 500 A I T I T S S S P P P P 200 R R P 200 P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
215,I T I 407 A I T I T I 500 A I T I T I 480 A I 480 A I 480 A
216,I T I 407 A I T I T I 500 A I T I T I 500 A I I T I T T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B 200 B 200 B 200 B 200
217,I T I T R R P P P 200 P 200 I 200 I 200 I 200 I 200 A A B B B 200 B 200
218,I I T I 500 A T I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
219,I I T I 500 A I T T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
220,I T I T I 500 A I T I T S S S P P P P P 200 R R P 200 P 200 P 200 R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
221,I T I T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 C C 200 I 487 I 487 A I 487 A I 487 A I 487 A A
222,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
223,I T I T I 500 A I I T T I T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 I 487 A I 487 W W A S S P P P 200 P 200 I 200 I 200 A A B B B 200 B 200
224,I T I 407 A I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 486 A I 486 A I 486 A
225,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 481 B 200 B 200
226,I I T T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
227,I T I 407 A I T I T I 500 A I T I T I 500 A I T I T I T R R R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B B 200 B 200 B 200 B 200 B 200
228,I T I T I T I T R R I 200 I 200 S S P P P 200 P 200 I 200 I 200 A A A A B B B B 200 B B 200 B 200 B 200
229,I T I T I 500 I T A I T I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
230,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A I T I T I I 200 I 200 I 200 A A A B B B B 200 B 200 B 200
231,I T I T I 500 A I T W W I T I T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A
232,I I T I 500 A T I T I T R R R I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
233,I I T T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A I 487 A
234,I T I T R R I 200 I 200 A A B B 200 B B 200
235,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
236,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 I 480 A I 480 A I 480 A
237,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B B B 481 B 200 B 200 B 481 B 481 B 481
238,I T I T I 500 A I T I W T W I T S S S S P P P P P 200 P 200 P 200 P 200 R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A
239,I T I T I 500 A I T I T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
240,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U 200 U 200 B B B B 200 B 200 B 200
241,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
242,I T I T I 500 A I T W W S S P P P 200 S P 200 S P P P 200 S P 200 S P P P 200 P 200 R R P P P 200 P 200 C C 200 C C 200 I 487 A I 487 A
243,I T I 407 A I I T I 500 A I T I T T R R R I 200 I 200 I 200 P P P P P 200 P 200 P 200 P 200 A A A A U U U 200 U 200 U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
244,I I T T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U U U 200 U 200 U 200 U 200 U 200 B B B B B B 200 B 200 B 200 B 200 B 200
245,I I T T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B 200 B 200 B 200 B 200
246,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U U 200 U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
247,I T I T I 500 I I T I T A T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A
248,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
249,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
250,I I T T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
251,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C C 200 C C 200 C 200 I 487 I 487 A I 487 A I 487 A A
252,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C C 200 C C 200 C 200 I 487 I 487 A I 487 I 487 A A A
253,I T I T I 500 A I T I T I T I 408 A I 408 A S S P P P 200 P 200 C C 200 C C 200 I 408 I 408 A A
254,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 480 A I 480 A I 480 A
255,I T I T I 500 A I T I T R R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
256,I T I T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A I 487 A
257,I T I T I 500 I T I T A W W I T I 500 A I T I T I T R R R R R R P P P P P P P 200 P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 I 200 A A A A A A B B B B B B B 200 B 200 B 200 B 200 B 200 B 200
258,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
259,I T I T I 500 A I T I T I 200 I 200 I 200 A A A A I T I T I I 200 I 200 I 200 A A A B B B B B 200 B 200 B 200 B 200
260,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
261,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 R P 200 R P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
262,I T I T I 500 I T I I A T T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B B B 200 B 200 B 200 B 200 B 200 B 200
263,I I T T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 A
264,I I T I 500 A I T I T T I 487 A I 487 A I 487 A
265,I T I T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B 200 B 200 B 200 B 200
266,I I T T I 500 A I T I T S S S P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
267,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
268,I T I T I 500 A I T I T S S S P P P P 200 R R P 200 P 200 R P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
269,I T I 407 A I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A I T I T I I 200 I 200 I 200 A A A B B B B B 200 B 200 B 200 B 200
270,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
271,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B 200 B B 200 B 481 B 200 B 200
272,I T I T I 500 A I T I T C C C 200 C 200 C C 200 I 487 A I 487 A I 487 A
273,I T I 407 A I I T T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A I T I T I I 200 I 200 I 200 A A A B B B B B 200 B 200 B 200 B 200
274,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
275,I T I T I T I T R R I 200 I 200 S S P P P 200 I 200 P 200 I 200 A A A A B B B 200 B 200 B B B 200 B 200
276,I I T T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 C C 200 C C 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 A I 487 A I 487 A
277,I T I T I 500 A I T I T I W W T S S S S P P P P P 200 P 200 S P 200 P 200 S S S P P P P P 200 S P 200 P 200 P 200 C C 200 C C 200 I 487 A C I 487 S C A C 200 I 487 A C 200 I 487 A
278,I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
279,I T I 407 A I I T I 500 A T I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B B 200 B 200 B 200 B 200 B 200
280,I T I T I 500 A I T I I T T I 486 A I 486 A I 486 I 486 A A
281,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
282,I T I T I 500 A I T I T I T I T R R R R P P P P P P 408 C C 200 C C 200 C C 200 C C C 200 C 200 I 482 A P 200 P 200 P 200 I 487 A I 482 A I 482 A I 482 A
283,I T I T I 500 A I T I T I 404 A I 404 A S P P P 200 P 200 C C 200 I 404 A
284,I T I T I 500 A I T I T I 500 A I T I 486 A I 486 A S P P 200 C C 200 I 487 A
285,I I T T I 500 A I T I T I 480 A I 480 A I 480 A
286,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 S S P 200 P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
287,I T I T I 500 I A T I T I T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 I 487 I 487 A I 487 A I 487 A A
